CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,Priority Date,Grant Date,,Publication Number
8015-88-1,Carrot seed,Powdery,Dry,Fruity,,,0,
8015-88-1,Carrot seed absolute,Powdery,Dry,Fruity,,,0,
8015-88-1,Carrot seed oil,Powdery,Dry,Fruity,,,0,
8015-88-1,Carrot seed oil terpenless,Powdery,Dry,Fruity,,,0,
8015-88-1,"Carrot seed oil, rectified",Powdery,Dry,Fruity,,,0,
75975-83-6,Caryophyllene acetylated,Woody,Amber,Vetiver,,,0,
32214-91-8,Caryophyllene alcohol acetate,Balsamic,Fruity,Woody,,,0,
8007-06-5,Cascarilla bark extract,Spicy,Woody,Peppery,,,0,
8007-06-5,Cascarilla bark oil,Spicy,Woody,Peppery,,,0,
8007-80-5,Cassia backs terpenes,Spicy,Sweet,Cinnamon,,,0,
8007-80-5,Cassia bark extract,Spicy,Sweet,Cinnamon,,,0,
8007-80-5,Cassia bark oil,Spicy,Woody,Sweet,,,0,
8007-80-5,Cassia oil,Spicy,Sweet,Cinnamon,,,0,
8007-80-5,"Cassia oil, (low coumarin)",Spicy,Sweet,Cinnamon,,,0,
8007-80-5,"Cassia oil, rectified",Spicy,Sweet,Cinnamon,,,0,
8023-82-3,Cassie absolute,Floral,Fresh,Spicy,,,0,
97676-19-2,Cassis bud absolute,Fruity,Blackcurrant,Green,,,0,
97676-19-2,Cassis bud CO2 extract,Fruity,Blackcurrant,Green,,,0,
97676-19-2,Cassis bud oil,Fruity,Blackcurrant,Green,,,0,
97676-19-2,"Cassis bud oil, terpeneless",Fruity,Blackcurrant,Green,,,0,
97676-19-2,Cassis essence oil,Fruity,Blackcurrant,Green,,,0,
97676-19-2,Cassis tincture,Fruity,Green,Blackcurrant,,,0,
8023-83-4,Castoreum absolute,Animal like,Leathery,Phenolic,,,0,
8023-83-4,Castoreum concrete,Animal like,Leathery,Phenolic,,,0,
8023-83-4,Castoreum extract,Animal like,Leathery,Phenolic,,,0,
8023-83-4,Castoreum resinoid,Animal like,Leathery,Phenolic,,,0,
8023-83-4,Castoreum tincture,Animal like,Leathery,Phenolic,,,0,
8007-20-3,Cedar leaf oil,Herbal,Cedarwood,Pungent,,,0,
91770-83-1,"Cedar leaf oil, China",Herbal,Camphoraceous,Pungent,,,0,
68917-35-1,"Cedar leaf oil, East Canada",Herbal,Fresh,Sharp,,,0,
8007-20-3,"Cedar leaf oil, rectified",Herbal,Aromatic,Woody,,,0,
68990-83-0,"Cedarwood extract, Texas",Woody,Cedarwood,Powdery,,,0,
8023-85-6,"Cedarwood extract, Atlas",Woody,Sweet,Milky,,,0,
68990-83-0,"Cedarwood oil (low cedrol), Texas",Woody,Cedarwood,Powdery,,,0,
61789-42-2,Cedarwood oil acetylated,Woody,Cedarwood,Amber,,,0,
68608-32-2,Cedarwood oil terpenes,Woody,Cedarwood,Sandalwood,,,0,
8023-85-6,"Cedarwood oil, Atlas",Woody,Sweet,Milky,,,0,
8023-85-6,"Cedarwood oil, Atlas, rectified",Woody,Sweet,Milky,,,0,
1159574-01-2,"Cedarwood oil, Chinese",Woody,Cedarwood,Dry,,,0,
1159574-01-2,"Cedarwood oil, Chinese, rectified",Woody,Cedarwood,Dry,,,0,
68648-34-0,"Cedarwood oil, epoxidized",Woody,Cedarwood,Amber,,,0,
68991-36-6,"Cedarwood oil, Himalaya",Woody,Cedarwood,Sweet,,,0,
68916-71-2,"Cedarwood oil, oxidized",Woody,Cedarwood,Dry,,,0,
68603-22-5,"Cedarwood oil, terpeneless",Woody,Cedarwood,Fresh,,,0,
68990-83-0,"Cedarwood oil, Texas",Woody,Cedarwood,Powdery,,,0,
68990-83-0,"Cedarwood oil, Texas, rectified",Woody,Cedarwood,Powdery,,,0,
8000-27-9,"Cedarwood oil, Virginian",Woody,Smoky,Creamy,,,0,
8000-27-9,"Cedarwood oil, Virginian, rectified",Woody,Smoky,Creamy,,,0,
1159574-01-2,"Cedarwood terpenes, Chinese",Woody,Balsamic,Floral,,,0,
8000-27-9,"Cedarwood terpenes, Virginia",Woody,Smoky,Creamy,,,0,
11028-42-5,Cedrene,Woody,Cedarwood,Amber,,,0,
8015-90-5,Celery seed absolute,Herbal,Spicy,Green,,,0,
8015-90-5,Celery seed CO2 extract,Herbal,Spicy,Green,,,0,
8015-90-5,Celery seed extract,Herbal,Spicy,Green,,,0,
8015-90-5,Celery seed oil,Herbal,Spicy,Green,,,0,
8015-90-5,Celery seed oleoresin,Herbal,Spicy,Green,,,0,
8002-66-2,Chamomile flower absolute,Herbal,Warm,Sweet,,,0,
8002-66-2,"Chamomile flower oil, blue",Herbal,Fruity,Medicinal,,,0,
8002-66-2,"Chamomile flower oil, blue",Herbal,Earthy,Chamomile,,,0,
8015-92-7,"Chamomile flower oil, Roman",Herbal,Aromatic,Fruity,,,0,
8015-92-7,"Chamomile flower, English, oil",Herbal,Aromatic,Chamomile,,,0,
68916-68-7,"Chamomile oil, Moroccan",Herbal,Sweet,Fruity,,,0,
8006-76-6,Champaca absolute,Floral,Fruity,Herbal,,,0,
8006-76-6,Champaca leaf oil,Floral,Fresh,Gardenia,,,0,
8006-76-6,Champaca oil,Floral,Aromatic,Fresh,,,0,
68990-12-5,Cinchona bark red extract,Woody,Vegetable,Rooty,,,0,
8015-91-6,Cinnamon bark CO2 extract,Spicy,Cinnamon,Warm,,,0,
8015-91-6,Cinnamon bark extract,Spicy,Sweet,Warm,,,0,
8015-91-6,Cinnamon bark oil,Spicy,Sweet,Warm,,,0,
97659-68-2,"Cinnamon bark oil, Laos",Spicy,Sweet,Cinnamon,,,0,
8015-91-6,Cinnamon leaf oil,Spicy,Cinnamon,Warm,,,0,
8015-91-6,"Cinnamon leaf oil, rectified",Spicy,Cinnamon,Warm,,,0,
8015-91-6,Cinnamon leaf oleoresin,Spicy,Cinnamon,Warm,,,0,
71660-03-2,"cis- and trans-p-1(7),8-Menthadien-2-yl acetate",Minty,Herbal,Fresh,,,0,
8016-26-0,Cistus absolute,Amber,Woody,Dry,,,0,
8016-26-0,Cistus CO2 extract,Amber,Woody,Dry,,,0,
8016-26-0,Cistus concrete,Amber,Woody,Dry,,,0,
8016-26-0,Cistus extract,Amber,Woody,Dry,,,0,
8016-26-0,Cistus oil,Amber,Woody,Dry,,,0,
8016-26-0,Cistus oil,Amber,Woody,Dry,,,0,
8016-26-0,"Cistus oil, pyrogenated",Amber,Woody,Dry,,,0,
68991-25-3,Citron oil,Citrus,Zesty,Lemon,,,0,
68991-25-3,Citron oil,Citrus,Zesty,Lemon,,,0,
68991-25-3,"Citron oil, rectified",Citrus,Lemon,Lime,,,0,
8000-29-1,Citronella oil terpenes,Citrus,Lemon,Herbal,,,0,
8000-29-1,"Citronella oil, Ceylon type",Citrus,Lemon,Herbal,,,0,
8000-29-1,"Citronella oil, Java type",Citrus,Lemon,Herbal,,,0,
68916-56-3,"Citronella oil, reduced",Citrus,Lemon,Herbal,,,0,
91771-50-5,Citrus hystrix extract,Citrus,Lime,Fruity,,,0,
233683-84-6,Citrus junos oil,Citrus,Fruity,Zesty,,,0,
94266-47-4,Citrus peels extract,Citrus,Fruity,Zesty,,,0,
68608-34-4,Citrus terpenes,Citrus,Fresh,Lemon,,,0,
68916-26-7,Civet absolute,Animal like,Indolic,Warm,,,0,
68916-26-7,Civet tincture,Animal like,Indolic,Warm,,,0,
8016-63-5,Clary sage absolute,Herbal,Sage,Woody,,,0,
8016-63-5,Clary sage absolute,Herbal,Sage,Woody,,,0,
8016-63-5,Clary sage extract,Herbal,Sage,Woody,,,0,
8016-63-5,Clary sage oil,Herbal,Sage,Woody,,,0,
68917-29-3,Clove bud oil terpenes,Spicy,Clove,Dry,,,0,
8000-34-8,Clove bud absolute,Spicy,Warm,Woody,,,0,
8000-34-8,Clove bud extract,Spicy,Warm,Woody,,,0,
8000-34-8,Clove bud oil,Spicy,Clove,Floral,,,0,
8000-34-8,Clove leaf oil,Spicy,Woody,Herbal,,,0,
68917-29-3,Clove leaf oil terpenes,Spicy,Clove,Warm,,,0,
8000-34-8,"Clove leaf oil, rectified",Spicy,Woody,Herbal,,,0,
8000-34-8,Clove stem oil,Spicy,Woody,Herbal,,,0,
91771-52-7,"Clove, extract, acetylated",Woody,Spicy,Clove,,,0,
8001-31-8,Coconut absolute,Gourmand,Coconut,Oily,,,0,
8001-31-8,Coconut extract,Gourmand,Coconut,Oily,,,0,
8001-31-8,Coconut infusion,Gourmand,Coconut,Oily,,,0,
8001-67-0,"Coffee bean, roasted, absolute",Food Like,Coffee,Nutty,,,0,
8001-67-0,"Coffee bean, roasted, CO2 extract",Food Like,Coffee,Nutty,,,0,
68916-18-7,"Coffee bean, roasted, extract",Food Like,Coffee,Roasted,,,0,
8001-67-0,Coffee oil,Gourmand,Nutty,Roasted,,,0,
84650-00-0,"Coffee, Coffea arabica, extract",Food Like,Coffee,Nutty,,,0,
8013-97-6,Copaiba balsam,Woody,Balsamic,Spicy,,,0,
8013-97-6,Copaiba balsam oil,Woody,Balsamic,Spicy,,,0,
8013-97-6,Copaiba balsam oleoresin,Woody,Balsamic,Smoky,,,0,
8013-97-6,Copaiba oil,Woody,Balsamic,Smoky,,,0,
8013-97-6,"Copaiba oil, rectified",Woody,Balsamic,Smoky,,,0,
8008-52-4,Coriander herb oil,Spicy,Fresh,Green,,,0,
8008-52-4,Coriander herb oil terpenless,Spicy,Fresh,Green,,,0,
8008-52-4,"Coriander herb oil, rectified",Spicy,Fresh,Green,,,0,
8008-52-4,Coriander oleoresin,Spicy,Fresh,Green,,,0,
8008-52-4,Coriander seed oil,Spicy,Fresh,Green,,,0,
1319-77-3,Cresol (mixed isomers),Floral,Ylang,Phenolic,,,0,
8007-87-2,Cubeb oil,Spicy,Peppery,Dry,,,0,
8007-87-2,"Cubeb oil, rectified",Spicy,Peppery,Dry,,,0,
89998-01-6,Cucumber distillate,Green,Cucumber,Fresh,,,0,
89998-01-6,Cucumber extract,Green,Cucumber,Fresh,,,0,
8014-13-9,Cumin seed oil,Spicy,Woody,Aromatic,,,0,
876068-15-4,Curry leaf absolute,Spicy,Green,Aromatic,,,0,
5120-20-7,cyclohexadec-8-en-1-one,Musk like,Balsamic,Powdery,,,0,
5365-06-0,cyclohexadec-8-enone,Musk like,Balsamic,Powdery,,,0,
68845-33-0,"Cyclohexane, 1-ethenyl-1-methyl-2-(1-methylethenyl)-4-(1-methylethyl)-, didehydro
derivative",Woody,Peppery,Dry,,,0,
1266606-13-6,"Cyclopentaneacetonitrile, 2,4,4-trimethyl-α-methylene-",Fruity,Green,Woody,,,0,
94346-09-5,"Cyclopentanol, 1,2-dimethyl-3-(1-methylethenyl)-, acetate",Herbal,Woody,Warm,,,0,
1245725-35-2,"Cyclopentanol, 2-methyl-5-(1-methylethyl)-, 1-propanoate",Fruity,Floral,Green,,,0,
198404-98-7,"Cyclopropanemethanol,  1-methyl-2-[(1,2,2-trimethylbicyclo[3.1.0]hex-3-yl)methyl]-",Woody,Sandalwood,Creamy,,,0,
94333-69-4,"Cymbopogon nardus, ext., reaction products with acetone",Citrus,Verbena,Herbal,,,0,
84238-19-7,"Cymbopogon, ext., oxidized",Spicy,Ginger,Carnation,,,0,
8013-86-3,Cypress,Woody,Fresh,Herbal,,,0,
8013-86-3,Cypress oil,Woody,Pine,Herbal,,,0,
68916-59-6,"Cypress oil, terpene-free",Woody,Resinous,Peppery,,,0,
68916-60-9,Cypriol oil,Woody,Earthy,Amber,,,0,
68916-60-9,"Cypriol oil, rectified",Woody,Earthy,Amber,,,0,
"7705-14-8
(6876-12-6)","d,l-Limonene (isomer unspecified)",Citrus,Fresh,Herbal,,,0,
8016-03-3,Davana oil,Fruity,Sweet,Herbal,,,0,
68606-82-6,Deer tongue pyrogenated,Powdery,Coumarin,Tobacco,,,0,
68606-82-6,Deertongue leaf absolute,Powdery,Coumarin,Tobacco,,,0,
68606-82-6,Deertongue leaf extract,Powdery,Coumarin,Tobacco,,,0,
68606-82-6,Deertongue leaf incolore,Powdery,Coumarin,Tobacco,,,0,
8006-75-5,Dill seed oil,Herbal,Green,Anisic,,,0,
8006-75-5,Dill seed oleoresin,Herbal,Green,Minty,,,0,
8006-75-5,Dill weed,Herbal,Green,Anisic,,,0,
8006-75-5,Dill weed oil,Herbal,Green,Anisic,,,0,
1074-95-9,dl-Menthone,Minty,Cooling,Sweet,,,0,
68527-06-0,"Dodecene, hydroformylation products",Aldehydic,Fresh,Herbal,,,0,
8023-89-0,Elemi absolute,Citrus,Fresh,Spicy,,,0,
8023-89-0,Elemi CO2 extract,Citrus,Fresh,Spicy,,,0,
8023-89-0,Elemi gum,Citrus,Fresh,Spicy,,,0,
8023-89-0,Elemi oil,Citrus,Fresh,Spicy,,,0,
8023-89-0,ELEMI oil (low methyleugenol),Citrus,Fresh,Spicy,,,0,
8023-89-0,"Elemi oil, rectified",Citrus,Fresh,Spicy,,,0,
8023-89-0,Elemi resinoid,Citrus,Fresh,Spicy,,,0,
111850-00-1,"Ethaneperoxoic acid, reaction products with aluminum isopropoxide and 1,5,10-
trimethyl-1,5,9-cyclododecatriene",Woody,Cedarwood,Amber,,,0,
77-83-8,Ethyl methylphenylglycidate,Fruity,Strawberry,Floral,,,0,
8000-48-4,Eucalyptus absolute,Herbal,Camphoraceous,Aromatic,,,0,
85203-56-1,Eucalyptus citriodora oil,Herbal,Fresh,Citrus,,,0,
68991-29-7,"Eucalyptus citriodora oil, acetylated",Herbal,Eucalyptus,Lemongrass,,,0,
85203-56-1,Eucalyptus citriodora terpenes,Herbal,Fresh,Citrus,,,0,
8000-48-4,Eucalyptus dives extract,Herbal,Camphoraceous,Aromatic,,,0,
8000-48-4,Eucalyptus dives oil,Herbal,Camphoraceous,Aromatic,,,0,
8000-48-4,"Eucalyptus dives oil, rectified",Herbal,Camphoraceous,Aromatic,,,0,
97926-40-4,Eucalyptus globulus absolute,Herbal,Camphoraceous,Aromatic,,,0,
97926-40-4,Eucalyptus globulus oil,Herbal,Camphoraceous,Aromatic,,,0,
97926-40-4,"Eucalyptus globulus oil, rectified",Herbal,Camphoraceous,Aromatic,,,0,
8000-48-4,Eucalyptus oil,Herbal,Camphoraceous,Aromatic,,,0,
8000-48-4,"Eucalyptus oil, rectified",Herbal,Camphoraceous,Green,,,0,
92201-64-4,Eucalyptus radiata oil,Herbal,Camphoraceous,Aromatic,,,0,
1137739-11-7,Evodia rutaecarpa oil,Green,Sharp,Fruity,,,0,
8006-84-6,Fennel bitter oleoresin,Anisic,Herbal,Spicy,,,0,
8006-84-6,"Fennel oil, bitter",Anisic,Herbal,Spicy,,,0,
8006-84-6,"Fennel oil, sweet",Anisic,Herbal,Spicy,,,0,
8006-84-6,Fennel sweet oleoresin,Anisic,Herbal,Spicy,,,0,
68990-15-8,Fenugreek absolute,Spicy,Herbal,Balsamic,,,0,
68990-15-8,Fenugreek extract,Spicy,Herbal,Balsamic,,,0,
68990-15-8,Fenugreek oleoresin,Spicy,Aromatic,Balsamic,,,0,
68990-15-8,Fenugreek tincture,Spicy,Herbal,Balsamic,,,0,
8021-28-1,Fir absolute,Woody,Fresh,Resinous,,,0,
8024-15-5,Fir balsam,Balsamic,Fresh,Woody,,,0,
8024-15-5,Fir balsam absolute,Woody,Fresh,Resinous,,,0,
8024-15-5,Fir balsam resinoid,Woody,Fresh,Resinous,,,0,
8021-28-1,Fir balsam resinoid from needles,Woody,Fresh,Resinous,,,0,
8024-15-5,"Fir needle oil, Canadian",Woody,Fresh,Resinous,,,0,
8021-28-1,"Fir needle oil, Chinese",Woody,Fresh,Resinous,,,0,
8021-29-2,"Fir needle oil, Siberian",Aromatic,Pine,Woody,,,0,
8021-29-2,"Fir needle oil, Siberian, rectified",Aromatic,Pine,Woody,,,0,
85085-34-3,"Fir, Abies balsamea extract",Woody,Green,Herbal,,,0,
8021-28-1,"Fir, Abies balsamea, absolute",Woody,Fresh,Resinous,,,0,
92128-34-2,"Fir, Abies pectinata, concrete",Woody,Green,Herbal,,,0,
68916-09-6,Flouve absolute,Woody,Tonka,Sweet,,,0,
68916-09-6,Flouve oil,Woody,Mossy,Sweet,,,0,
68855-38-9,"Formic acid, reaction products with boron trifluoride and [1S-
(1.alpha.,3a.beta.,4.alpha.,8a.beta.)]-decahydro-",Acidic,Neutral,Dry,,,0,
68917-51-1,Fucus vesiculosus absolute,Marine,Fresh,Green,,,0,
68917-51-1,Fucus vesiculosus resinoid,Marine,Fresh,Green,,,0,
8013-75-0,"Fusel oil, refined",Fruity,Sweet,Woody,,,0,
8024-40-6,Galangal root extract,Spicy,Fresh,Camphoraceous,,,0,
8024-40-6,Galangal root oleoresin,Spicy,Fresh,Camphoraceous,,,0,
8023-91-4,Galbanum absolute,Green,Herbal,Vegetable,,,0,
8023-91-4,Galbanum CO2 extract,Green,Herbal,Vegetable,,,0,
8023-91-4,Galbanum gum,Green,Herbal,Vegetable,,,0,
8023-91-4,Galbanum oil,Green,Herbal,Vegetable,,,0,
8023-91-4,"Galbanum oil, rectified",Green,Herbal,Vegetable,,,0,
8023-91-4,Galbanum resin,Green,Herbal,Vegetable,,,0,
8023-91-4,Galbanum resinoid,Green,Herbal,Vegetable,,,0,
104-67-6,gamma-Undecalactone,Fruity,Oily,Peach,,,0,
683748-01-8,Gardenia tahitensis absolute,Floral,Sweet,Milky,,,0,
683748-01-8,Gardenia tahitensis oil,Floral,Sweet,Milky,,,0,
8000-78-0,Garlic oil,Food Like,Garlic,Green,,,0,
129316-65-0,Genet absolute,Balsamic,Sweet,Honey,,,0,
97676-22-7,Gentian absolute,Herbal,Vegetable,Woody,,,0,
97676-22-7,Gentian root extract,Herbal,Vegetable,Woody,,,0,
8000-46-2,Geranium absolute,Floral,Rose,Minty,,,0,
68916-42-7,"Geranium absolute, bourbon",Floral,Rose,Minty,,,0,
8000-46-2,Geranium concrete,Floral,Geranium,Green,,,0,
8000-46-2,Geranium oil,Floral,Geranium,Green,,,0,
68917-31-7,Geranium oil terpenes,Floral,Rose,Geranium,,,0,
8000-46-2,"Geranium oil, African",Floral,Geranium,Green,,,0,
68916-42-7,"Geranium oil, bourbon, distn. residues",Floral,Rose,Minty,,,0,
68916-44-9,"Geranium oil, rectified",Floral,Rose,Minty,,,0,
8000-46-2,"Geranium oil, rectified",Floral,Geranium,Green,,,0,
68916-43-8,"Geranium oil, saponified",Floral,Geranium,Rose,,,0,
8007-08-7,Ginger,Spicy,Ginger,Citrus,,,0,
8007-08-7,Ginger absolute,Spicy,Ginger,Citrus,,,0,
8007-08-7,Ginger CO2 extract,Spicy,Ginger,Citrus,,,0,
8007-08-7,Ginger extract,Spicy,Ginger,Citrus,,,0,
8007-08-7,Ginger oil,Spicy,Ginger,Citrus,,,0,
8007-08-7,"Ginger oil, rectified",Spicy,Ginger,Citrus,,,0,
8007-08-7,Ginger oleoresin,Spicy,Ginger,Citrus,,,0,
8007-08-7,Ginger terpeneless,Spicy,Ginger,Citrus,,,0,
8023-92-5,Gingergrass oil,Herbal,Green,Woody,,,0,
68990-07-8,"Glycerides, wheat germ-oil mono-, di- and tri-",Herbal,Green,Floral,,,0,
90320-21-1,Grains of paradise extract,Spicy,Peppery,Dry,,,0,
8016-20-4,"Grapefruit absolute, white",Citrus,Grapefruit,Bitter,,,0,
8016-20-4,Grapefruit essence oil,Citrus,Fresh,Sharp,,,0,
8016-20-4,Grapefruit extract,Citrus,Fresh,Sharp,,,0,
8016-20-4,Grapefruit flower oil,Citrus,Grapefruit,Fresh,,,0,
8016-20-4,Grapefruit oil,Citrus,Fresh,Sharp,,,0,
8016-20-4,Grapefruit oil,Citrus,Fresh,Sharp,,,0,
68917-32-8,Grapefruit oil terpenes,Citrus,Grapefruit,Lemon,,,0,
8016-20-4,"Grapefruit oil, (low furocoumarins)",Citrus,Fresh,Sharp,,,0,
68916-46-1,"Grapefruit oil, folded",Citrus,Grapefruit,Fruity,,,0,
8016-20-4,"Grapefruit oil, rectified",Citrus,Fresh,Sharp,,,0,
68916-46-1,"Grapefruit oil, terpeneless",Citrus,Grapefruit,Fruity,,,0,
8016-23-7,Guaiac wood oil,Woody,Smoky,Spicy,,,0,
90244-88-5,Guaiac wood oil saponified,Woody,Smoky,Spicy,,,0,
8016-23-7,"Guaiac wood oil, rectified",Woody,Smoky,Spicy,,,0,
61789-17-1,Guaiacwood acetate,Woody,Rose,Tea,,,0,
8030-55-5,Gurjun balsam,Woody,Warm,Powdery,,,0,
8030-55-5,Gurjun balsam oil,Woody,Warm,Powdery,,,0,
8030-55-5,Gurjun extract,Woody,Warm,Powdery,,,0,
8030-55-5,Gurjun oil,Woody,Warm,Powdery,,,0,
8030-55-5,"Gurjun oil, rectified",Woody,Warm,Powdery,,,0,
8031-00-3,Hay absolute,Herbal,Hay,Sweet,,,0,
8031-00-3,Hay oil,Herbal,Hay,Sweet,,,0,
8023-95-8,Helichrysum absolute,Tobacco like,Floral,Spicy,,,0,
85665-35-6,"Helichrysum arenarium, ext.",Floral,Fruity,Herbal,,,0,
8023-95-8,Helichrysum extract,Tobacco like,Floral,Spicy,,,0,
8023-95-8,Helichrysum oil,Tobacco like,Floral,Spicy,,,0,
8023-95-8,"Helichrysum oil, pyrogenated",Tobacco like,Floral,Spicy,,,0,
1429808-42-3,"Hexanal, 6-(2,4,4-trimethylcyclopentylidene)-, (6E)-",Ozonic,Marine,Green,,,0,
68917-43-1,Hibawood oil,Woody,Cedarwood,Fresh,,,0,
91745-97-0,Hinoki wood oil,Aromatic,Peppery,Grapefruit,,,0,
91745-97-0,Hinoki leaf oil,Aromatic,Peppery,Grapefruit,,,0,
8022-91-1,Ho bark oil,Floral,Woody,Herbal,,,0,
8022-91-1,Ho leaf oil,Floral,Woody,Herbal,,,0,
8022-91-1,Ho wood,Floral,Woody,Herbal,,,0,
8022-91-1,Ho wood oil,Floral,Woody,Herbal,,,0,
91052-92-5,Honey distillate,Gourmand,Honey,Waxy,,,0,
8023-93-6,Honeysuckle absolute,Floral,Honeysuckle,Sweet,,,0,
8060-28-4,Hop extract,Aromatic,Fruity,Herbal,,,0,
8060-28-4,Hop extract solid,Aromatic,Fruity,Herbal,,,0,
8007-04-3,Hop oil,Herbal,Spicy,Green,,,0,
68956-56-9,"Hydrocarbons, terpene processing by-products",Citrus,Lime,Lavender,,,0,
68527-79-7,Hydroxycitronellal-Indole (Schiff base),Floral,Jasmin,Animal Like,,,0,
8006-83-5,Hyssop oil,Aromatic,Herbal,Camphoraceous,,,0,
8013-90-9,Ionone (mixed isomers),Floral,Violet,Sweet,,,0,
1048028-77-8,Iris germanica absolute,Floral,Powdery,Violet,,,0,
1048028-77-8,Iris germanica CO2 extract,Floral,Powdery,Violet,,,0,
1048028-77-8,Iris germanica concrete,Floral,Powdery,Violet,,,0,
1048028-77-8,Iris germanica extract,Floral,Powdery,Violet,,,0,
1048028-77-8,Iris germanica resinoid,Floral,Powdery,Violet,,,0,
8002-73-1,Iris pallida absolute,Powdery,Violet,Floral,,,0,
8002-73-1,Iris pallida concrete,Powdery,Violet,Floral,,,0,
8002-73-1,Iris pallida oil,Powdery,Violet,Floral,,,0,
8002-73-1,"Iris pallida oil, rectified",Powdery,Violet,Floral,,,0,
8002-73-1,Iris pallida resinoid,Powdery,Violet,Floral,,,0,
8002-73-1,Iris pallida tincture,Powdery,Violet,Floral,,,0,
90045-91-3,Iris pseudacorus extract,Floral,Violet,Powdery,,,0,
1335-94-0,Irone,Floral,Violet,Woody,,,0,
14727-47-0,Isolongifolanone,Woody,Fresh,Dry,,,0,
26619-69-2,Isolongifolene oxide,Woody,Patchouli,Musty,,,0,
32665-23-9,Isopropyl isovalerate,Fruity,Apple,Pineapple,,,0,
90131-24-1,Jambu oleoresin,Citrus,Herbal,Fruity,,,0,
8022-96-6,Jasmine absolute,Floral,Sweet,Jasmin,,,0,
8022-96-6,Jasmine CO2 extract,Floral,Sweet,Jasmin,,,0,
8022-96-6,Jasmine concrete,Floral,Sweet,Jasmin,,,0,
8022-96-6,Jasmine concrete (waxes twice extracted),Floral,Sweet,Jasmin,,,0,
8022-96-6,Jasmine oil,Floral,Sweet,Jasmin,,,0,
1034798-23-6,Jasmine sambac absolute,Floral,Sweet,Jasmin,,,0,
1034798-23-6,Jasmine sambac CO2 extract,Floral,Sweet,Jasmin,,,0,
1034798-23-6,Jasmine sambac oil,Floral,Sweet,Jasmin,,,0,
1034798-23-6,Jasmine sambac tincture,Floral,Sweet,Jasmin,,,0,
8022-96-6,Jasmine spiritus,Floral,Sweet,Jasmin,,,0,
8002-68-4,Juniper berry absolute,Spicy,Balsamic,Woody,,,0,
8002-68-4,Juniper berry CO2 extract,Spicy,Balsamic,Woody,,,0,
8002-68-4,Juniper berry extract,Spicy,Balsamic,Woody,,,0,
8002-68-4,Juniper berry oil,Spicy,Balsamic,Woody,,,0,
8002-68-4,"Juniper berry oil, rectified",Spicy,Balsamic,Woody,,,0,
91053-31-5,"Juniper, Juniperus mexicana, ext., acetylated",Spicy,Balsamic,Woody,,,0,
100209-33-4,"Juniper, Juniperus virginiana, ext., epoxidized",Woody,Spicy,Balsamic,,,0,
936843-30-0,Kaempferia galanga root CO2 extract,Spicy,Ginger,Citrus,,,0,
8016-26-0,Labdanum absolute,Amber,Woody,Dry,,,0,
8016-26-0,"Labdanum absolute, pyrogenated",Amber,Woody,Dry,,,0,
8016-26-0,Labdanum concrete,Amber,Woody,Dry,,,0,
8016-26-0,Labdanum distillate,Amber,Woody,Dry,,,0,
8016-26-0,Labdanum extract,Amber,Woody,Dry,,,0,
68917-77-1,Labdanum extract ambreine,Amber,Sweet,Warm,,,0,
8016-26-0,Labdanum gum,Amber,Woody,Dry,,,0,
8016-26-0,Labdanum oil,Amber,Woody,Dry,,,0,
8016-26-0,Labdanum oleoresin,Amber,Woody,Dry,,,0,
8016-26-0,Labdanum resinoid,Amber,Woody,Dry,,,0,
73138-66-6,"Labdanum, ext., Et esters",Amber,Woody,Dry,,,0,
90046-17-6,Lantana camara oil,Floral,Cassis,Fruity,,,0,
8007-48-5,Laurel leaf absolute,Camphoraceous,Spicy,Green,,,0,
8007-48-5,Laurel leaf oil,Camphoraceous,Spicy,Green,,,0,
8022-15-9,Lavandin abrailis oil (low coumarin),Floral,Lavender,Hay,,,0,
8022-15-9,Lavandin abrialis,Floral,Lavender,Hay,,,0,
8022-15-9,Lavandin abrialis oil,Floral,Lavender,Herbal,,,0,
8022-15-9,Lavandin absolute,Floral,Lavender,Herbal,,,0,
8022-15-9,Lavandin concrete,Floral,Lavender,Herbal,,,0,
8022-15-9,Lavandin extract,Floral,Lavender,Hay,,,0,
8022-15-9,Lavandin grosso,Floral,Lavender,Herbal,,,0,
8022-15-9,Lavandin grosso absolute,Floral,Lavender,Hay,,,0,
8022-15-9,Lavandin grosso concrete,Floral,Lavender,Herbal,,,0,
8022-15-9,Lavandin grosso oil,Floral,Lavender,Herbal,,,0,
8022-15-9,Lavandin oil,Floral,Lavender,Herbal,,,0,
8022-15-9,Lavandin oil (super low coumarins),Floral,Lavender,Hay,,,0,
68916-93-8,Lavandin oil acetylated,Herbal,Floral,Powdery,,,0,
93165-50-5,Lavendar oil,Herbal,Lavender,Fresh,,,0,
8000-28-0,Lavender,Herbal,Lavender,Fresh,,,0,
8000-28-0,Lavender absolute,Herbal,Lavender,Fresh,,,0,
8000-28-0,Lavender concrete,Herbal,Lavender,Fresh,,,0,
8000-28-0,Lavender extract,Herbal,Lavender,Fresh,,,0,
8000-28-0,Lavender oil,Herbal,Lavender,Fresh,,,0,
8000-28-0,Lavender oil (low coumarin),Floral,Aromatic,Fresh,,,0,
8000-28-0,"Lavender oil, rectified",Herbal,Lavender,Fresh,,,0,
8008-56-8,Lemon absolute folded (5X),Citrus,Lemon,Fruity,,,0,
